instrumentalness,acousticness,valence,loudness,danceability,track,artist,target,mode_0,mode_1
0.846,7.840000000000001e-05,0.0651,-4.48,0.23399999999999999,Midget Submarine,Swell Maps,0,0,1
0.831,0.83,0.168,-18.19,0.27,Générique début,Georges Delerue,0,1,0
0.247,0.917,0.725,-24.508000000000003,0.715,Ace's Blues,Luther Johnson,0,0,1
0.0,0.184,0.5479999999999999,-8.263,0.41,Everything's Alright,Yvonne Elliman,1,0,1
4.4e-06,0.6709999999999999,0.381,-10.321,0.5760000000000001,Do I Love You,Paul Anka,1,0,1
0.00344,0.00958,0.892,-3.687,0.698,Tighten Up (Japanese Gentlemen Stand Up Please!),YELLOW MAGIC ORCHESTRA,0,0,1
0.00731,0.0008960000000000001,0.0652,-12.154000000000002,0.32799999999999996,Stealin',Uriah Heep,1,0,1
0.0461,0.126,0.9470000000000001,-9.875,0.878,Don't Stop 'til You Get Enough,Michael Jackson,1,0,1
0.0,0.18899999999999997,0.634,-19.375999999999998,0.415,Crazy Love,Poco,1,0,1
0.00229,0.163,0.97,-13.939,0.775,Cada Um dá O Que Tem,Reginaldo Rossi,0,1,0
0.109,0.9079999999999999,0.718,-18.033,0.648,Morning Bugle,John Hartford,0,0,1
0.00558,0.272,0.755,-9.667,0.546,Kid Charlemagne,Steely Dan,1,0,1
0.0,0.0686,0.593,-7.166,0.485,"Big Man, Big M.a.n",Crass,0,0,1
0.00432,0.0629,0.49700000000000005,-4.773,0.39299999999999996,S.O.S.,ABBA,1,0,1
0.0,0.172,0.00336,-27.745,0.0898,Fog Horns And the Sea,Nature's Mystic Moods,0,1,0
0.0,0.0174,0.835,-14.088,0.613,I Go To Rio,Pablo Cruise,1,0,1
0.0,0.5479999999999999,0.203,-13.832,0.335,How Can You Mend A Broken Heart,Bee Gees,1,0,1
0.007390000000000001,0.898,0.384,-27.374000000000002,0.831,Xavier à la maison d’arrêt (Thème principal),François de Roubaix,0,1,0
3.61e-06,0.67,0.22899999999999998,-9.997,0.306,Elegia,Joan Manuel Serrat,0,1,0
0.0175,0.677,0.41100000000000003,-10.603,0.563,Jackson Town Gal,Pinetop Perkins,0,0,1
1.15e-05,0.0306,0.7809999999999999,-9.675,0.706,Ready For The 80's,Village People,1,0,1
0.0,0.838,0.698,-11.466,0.62,"Please, Daddy",John Denver,1,0,1
1.34e-06,0.115,0.415,-8.488999999999999,0.701,Island Girl,Elton John,1,0,1
1.07e-05,0.0924,0.797,-5.85,0.501,Dolly Dagger,Jimi Hendrix,1,1,0
0.945,0.7959999999999999,0.961,-8.905,0.589,Billy in the Low Ground,Larry Sparks,0,0,1
0.0,0.855,0.451,-10.319,0.563,Little One,Chicago,1,0,1
0.898,0.0247,0.81,-14.45,0.647,Ray Ban,I Marc 4,0,0,1
0.0,0.87,0.687,-15.874,0.584,So Long,Hammie Nixon,0,0,1
0.0,0.26899999999999996,0.627,-7.846,0.242,We've Come Too Far To End It Now,Smokey Robinson & The Miracles,1,0,1
9.89e-05,0.541,0.435,-13.595999999999998,0.47200000000000003,"Worry, Worry","Johnny ""Big Moose"" Walker",0,0,1
0.0,0.10400000000000001,0.502,-5.403,0.461,Neighborhood Threat,Iggy Pop,0,0,1
0.856,0.0117,0.0739,-16.232,0.18100000000000002,French Catalogues (Variation On 'The Canon In D Major' By Johann Pachelbel) - Remastered 2004,Brian Eno,0,0,1
0.0487,0.129,0.722,-7.345,0.619,Make Me Smile,Chicago,1,0,1
0.13,0.1,0.934,-12.401,0.7929999999999999,Shake Your Rump To The Funk,The Bar-Kays,1,0,1
0.000496,0.6559999999999999,0.496,-15.145999999999999,0.583,Sie ist 40 - Live,Udo Lindenberg,0,0,1
8.46e-05,0.21899999999999997,0.47100000000000003,-10.94,0.723,I Need Help (I Can't Do It Alone) Pt. 1,Bobby Byrd,1,0,1
0.8420000000000001,0.93,0.308,-16.057000000000002,0.38299999999999995,Comrade Conrad,Bill Evans,0,0,1
1.39e-06,0.213,0.51,-11.574000000000002,0.46,There's No Me Without You,The Manhattans,1,1,0
0.0,0.47600000000000003,0.365,-11.867,0.5429999999999999,Nights Are Forever Without You,England Dan & John Ford Coley,1,0,1
0.703,0.965,0.489,-14.745999999999999,0.5920000000000001,Koko,Dizzy Gillespie,0,1,0
0.9520000000000001,0.619,0.309,-5.153,0.185,Storia di una Monaca di Clausura (Pop Liturgical Version 2),Piero Piccioni,0,1,0
0.00787,0.7809999999999999,0.518,-15.249,0.6920000000000001,I Cried,James Brown,1,1,0
0.000319,0.47200000000000003,0.965,-11.149000000000001,0.815,Woman Don't Go Astray,King Floyd,1,0,1
4.6700000000000003e-05,0.36,0.452,-10.439,0.46299999999999997,If You're Not Back In Love By Monday,Millie Jackson,1,0,1
0.0,0.706,0.905,-4.232,0.659,Camisa 10 Da Gávea,Jorge Ben Jor,0,0,1
0.35600000000000004,0.735,0.39399999999999996,-21.311,0.5,Tuck,Derek Bailey,0,0,1
4.5600000000000004e-05,0.188,0.506,-13.499,0.5329999999999999,Make It Up to You,Cecilio & Kapono,0,0,1
0.0598,0.14300000000000002,0.518,-12.636,0.546,Days Gone Down (Still Got The Light In Your Eyes),Gerry Rafferty,1,0,1
0.00024300000000000002,0.861,0.381,-20.541999999999998,0.637,Dog Tick,Mike Seeger,0,0,1
0.349,0.00618,0.892,-10.718,0.419,Mannequin,Wire,0,1,0
0.855,0.9540000000000001,0.0984,-19.918,0.44,Jazz Suspense A,Georges Van Parys,0,0,1
0.009170000000000001,0.209,0.78,-9.234,0.6409999999999999,What Cha Gonna Do With My Lovin',Stephanie Mills,1,1,0
0.0,0.7240000000000001,0.387,-11.954,0.6459999999999999,Lucille,Kenny Rogers,1,0,1
0.000153,0.0483,0.488,-8.672,0.512,One Man Band,Three Dog Night,1,0,1
0.0,0.574,0.713,-10.177999999999999,0.474,Se Eu Tivesse a Felicidade,Carlos Alexandre,0,1,0
0.643,0.07200000000000001,0.29600000000000004,-4.9639999999999995,0.22899999999999998,Sunny Road to Salina,Christophe,0,1,0
0.0,0.674,0.7809999999999999,-12.220999999999998,0.695,L'homme Objet,Brigitte Fontaine,0,0,1
0.00118,0.922,0.858,-27.118000000000002,0.574,I'm Going To Join The Army,Mike Seeger,0,0,1
8.04e-05,0.000292,0.925,-7.827999999999999,0.524,Here Comes My Baby,Dogs,0,0,1
0.823,0.9670000000000001,0.0339,-8.637,0.188,Autunno - 1922,Ennio Morricone,0,0,1
0.0,0.32899999999999996,0.644,-6.301,0.289,The Proud One,The Osmonds,1,0,1
8.88e-05,0.44,0.353,-13.212,0.495,Too Much Heaven,Bee Gees,1,0,1
0.0,0.191,0.9279999999999999,-8.539,0.775,Treat Her Like A Lady,Cornelius Brothers & Sister Rose,1,1,0
0.000168,0.0466,0.779,-9.441,0.452,I Love the Dark (Demo),The Lurkers,0,1,0
0.0,0.266,0.505,-7.605,0.585,I Think We're Alone Now,The Rubinoos,1,0,1
8.46e-06,0.325,0.652,-16.445,0.601,Suspicions,Eddie Rabbitt,1,1,0
3.2500000000000004e-05,0.11800000000000001,0.927,-7.25,0.662,Christine Sixteen,KISS,1,0,1
0.0,0.391,0.627,-8.369,0.542,No Love At All,B.J. Thomas,1,0,1
0.0,0.0221,0.825,-8.004,0.418,Black Hands White Cotton,The Caboose,1,0,1
0.0,0.254,0.889,-9.551,0.626,Down By The River,Albert Hammond,1,0,1
0.0,0.807,0.619,-17.311,0.51,Desiderata,Les Crane,1,0,1
0.0,0.9790000000000001,0.159,-28.588,0.27899999999999997,Ecce iam noctis,Traditional,0,0,1
0.34700000000000003,0.0232,0.961,-11.968,0.504,Sorcery,Big Band Katowice,0,1,0
0.0411,0.0223,0.968,-10.642000000000001,0.672,Mighty Mighty,"Earth, Wind & Fire",1,1,0
0.0,0.34600000000000003,0.745,-4.098,0.581,Mundo Deserto,Erasmo Carlos,0,0,1
0.327,0.815,0.0465,-22.629,0.284,"Zigeunerweisen, Op. 20: Lento",Pablo de Sarasate,0,1,0
0.0,0.259,0.41700000000000004,-8.992,0.34,El Martes Me Fusilan,Vicente Fernández,0,0,1
0.0,0.431,0.764,-10.693,0.6459999999999999,She Did It,Eric Carmen,1,0,1
0.9590000000000001,0.32799999999999996,0.212,-16.435,0.37200000000000005,Shenandoah,Traditional,0,0,1
0.0,0.7559999999999999,0.435,-9.187000000000001,0.523,Thin Line Between Love & Hate,The Persuaders,1,1,0
0.0061,0.627,0.255,-10.538,0.366,Ascent - Take 7 / Complete Insert 4,John Coltrane,0,0,1
0.0,0.7290000000000001,0.7440000000000001,-9.148,0.593,It Doesn't Have To Be That Way,Jim Croce,1,0,1
0.00445,0.233,0.8190000000000001,-17.689,0.48700000000000004,Theme From Shaft,Isaac Hayes,1,1,0
0.126,0.271,0.727,-9.796,0.521,Charity Ball,Fanny,1,0,1
0.00598,0.467,0.965,-11.425,0.81,Don't Drop My Love,Anita Ward,1,1,0
2.13e-05,0.00562,0.894,-12.357000000000001,0.706,Take Me Home,Cher,1,0,1
0.00015,0.0358,0.319,-10.444,0.242,She Made Me Cry,Pholhas,0,0,1
0.946,0.996,0.336,-24.458000000000002,0.643,Horizon: Section No. 94,Simeon ten Holt,0,0,1
0.00433,0.308,0.732,-7.535,0.287,Beat Me Daddy Eight To The Bar,Commander Cody,1,0,1
8.95e-06,0.584,0.7879999999999999,-9.427,0.583,Speak To The Sky,Rick Springfield,1,0,1
4.41e-06,0.494,0.47600000000000003,-9.937000000000001,0.419,Can't Smile Without You,Barry Manilow,1,0,1
0.0271,0.203,0.867,-9.754,0.669,Lyin' Eyes,Eagles,1,0,1
0.0039299999999999995,0.299,0.313,-16.622,0.484,Meadows,Joe Walsh,1,0,1
0.00611,0.204,0.907,-7.087999999999999,0.759,Japanese Rhumba - 2019 Remastering,Haruomi Hosono,0,0,1
0.0,0.245,0.358,-4.078,0.381,Llorarás,Los Terricolas,0,1,0
0.379,0.032,0.34700000000000003,-10.427,0.508,Proud Theme (6) - Edit,Keith Mansfield,0,0,1
0.0212,0.9590000000000001,0.375,-12.527000000000001,0.496,A Little Night Music: Remember?,Stephen Sondheim,0,0,1
0.35600000000000004,0.158,0.9,-14.847000000000001,0.787,Na Real Sekele Fo' Ya,Pasteur Lappe,0,0,1
1.67e-06,0.605,0.45799999999999996,-11.56,0.457,En el país de la libertad,León Gieco,0,0,1
6.98e-06,0.6509999999999999,0.32,-10.066,0.327,Cry,Lynn Anderson,1,1,0
0.7959999999999999,0.0517,0.6679999999999999,-9.026,0.732,"Can't Stop Groovin' Now, Wanna Do It Some More",B.T. Express,1,1,0
0.0273,0.648,0.696,-15.783,0.462,Woody'N You - take 1,Bill Evans,0,0,1
0.937,0.9940000000000001,0.479,-19.289,0.535,Milowe kroki,Adam Makowicz,0,0,1
0.00056,0.36700000000000005,0.387,-10.687000000000001,0.475,Dust In The Wind,Kansas,1,0,1
0.000136,0.158,0.855,-12.665,0.695,Never Had A Love,Pablo Cruise,1,0,1
0.00028399999999999996,0.0183,0.586,-4.515,0.276,Tonight,Iggy Pop,0,1,0
0.0251,0.322,0.679,-7.432,0.866,Wear You to the Ball,U-Roy,0,0,1
0.000469,0.207,0.71,-4.439,0.597,Blackman Time,I-Roy,0,1,0
0.0531,0.12300000000000001,0.617,-3.5669999999999997,0.489,Vamos a Matar Compañeros (Titoli),Ennio Morricone,0,1,0
7.26e-05,0.00125,0.61,-10.156,0.252,Anytime,Journey,1,0,1
2.7899999999999997e-05,0.158,0.462,-16.625999999999998,0.525,Love Or Let Me Be Lonely,The Friends Of Distinction,1,0,1
0.84,0.49700000000000005,0.32299999999999995,-21.103,0.652,Touch of Ivory,Marian McPartland,0,1,0
0.00025499999999999996,0.0126,0.5920000000000001,-8.218,0.47700000000000004,Ich geh weg,Ton Steine Scherben,0,1,0
0.0,0.0193,0.69,-7.166,0.455,Reject of Society,Crass,0,0,1
3.32e-06,0.652,0.273,-14.847999999999999,0.493,It Don't Matter To Me,Bread,1,0,1
2.64e-05,0.00164,0.789,-15.020999999999999,0.6609999999999999,Thank God It's Friday,Love And Kisses,1,1,0
0.00125,0.0298,0.828,-10.253,0.622,I Call My Baby Candy,The Jaggerz,1,0,1
0.000133,0.583,0.5589999999999999,-8.488,0.5579999999999999,Alone Again (Naturally),Gilbert O'Sullivan,1,1,0
0.00275,0.525,0.804,-15.501,0.77,I'll Never Trust You Again,Gregory Isaacs,0,1,0
0.000103,0.321,0.935,-13.684000000000001,0.731,Domino,Van Morrison,1,0,1
0.9620000000000001,0.956,0.0357,-29.956999999999997,0.19399999999999998,Harmonic Convergence - (Bonus Version) (Remastered),Steven Halpern,0,1,0
0.0178,0.204,0.792,-11.922,0.48,"It's About That Time - Live at Fillmore East, New York, NY - June 20, 1970",Miles Davis,0,0,1
0.0,0.187,0.738,-13.064,0.723,That's Why I Love You,Andrew Gold,1,1,0
0.00379,0.0116,0.898,-12.228,0.7979999999999999,Disco Nights (Rock-Freak),G.Q.,1,1,0
0.128,0.857,0.0743,-17.964000000000002,0.182,Zopf: Coronation - 2008 Digital Remaster,Penguin Cafe Orchestra,0,0,1
0.102,0.0133,0.857,-9.088,0.62,You Make Loving Fun,Fleetwood Mac,1,1,0
0.0,0.904,0.773,-10.811,0.502,Rubber Duckie,Ernie (Jim Henson),1,0,1
0.00253,0.865,0.6659999999999999,-16.784000000000002,0.639,Remember Me,Willie Nelson,1,0,1
0.0,0.613,0.486,-11.796,0.539,White Rhythm and Blues,JD Souther,0,0,1
0.0066099999999999996,0.467,0.929,-13.965,0.593,Pedaçao De Mau Caminho,Reginaldo Rossi,0,1,0
1.68e-06,0.598,0.574,-14.939,0.731,Grandma's Hands,Bill Withers,1,1,0
0.000754,0.0467,0.71,-8.714,0.652,If My Friends Could See Me Now,Linda Clifford,1,1,0
0.0023899999999999998,0.268,0.794,-13.225999999999999,0.7879999999999999,Look and You'll See,Gregory Isaacs,0,0,1
0.00402,0.177,0.9670000000000001,-8.719,0.732,The Doodle Song,Frankie Miller,1,0,1
0.00352,0.574,0.456,-7.681,0.297,Looks Like We Made It,Barry Manilow,1,0,1
0.866,0.166,0.802,-16.188,0.598,Chip's Funk,Black Heat,0,0,1
0.0,0.527,0.0903,-13.714,0.267,Babe,Styx,1,0,1
0.0,0.524,0.877,-12.677999999999999,0.6459999999999999,Half-Breed,Cher,1,1,0
0.0202,0.389,0.6759999999999999,-13.862,0.644,Truckin',Grateful Dead,1,1,0
0.893,0.00144,0.49200000000000005,-8.609,0.584,Wilderness - 2007 Remaster,Joy Division,0,0,1
4.22e-05,0.0744,0.889,-9.374,0.409,Chip Away The Stone,Aerosmith,1,0,1
2.05e-05,0.0050100000000000006,0.606,-4.199,0.27,Born To Run,Bruce Springsteen,1,0,1
0.0027199999999999998,0.165,0.917,-7.962999999999999,0.828,Just One Look,Linda Ronstadt,1,0,1
0.000802,0.10800000000000001,0.708,-9.439,0.536,Long Dark Road,The Hollies,1,0,1
0.8540000000000001,0.755,0.466,-9.293,0.41700000000000004,He Nacido para Revolucionar el Infierno,Carles Benavent,0,1,0
3.5100000000000006e-05,0.475,0.845,-12.515,0.43799999999999994,La Toma - 16 de Marzo 1967,Victor Jara,0,1,0
0.113,0.0024,0.607,-6.835,0.434,Dirt - Remastered,The Stooges,0,0,1
0.153,0.0363,0.657,-11.622,0.5,Champagne Jam,Atlanta Rhythm Section,1,0,1
0.122,0.579,0.184,-10.682,0.703,Brigitte,Brigitte Fontaine,0,1,0
0.486,0.951,0.0921,-21.166,0.528,Improvisation !!!xxx - Bonus Track,Henry Kaiser,0,0,1
0.0882,0.665,0.897,-5.147,0.706,Amponsah,Ebo Taylor,0,0,1
0.11,0.848,0.391,-12.411,0.662,Mood Indigo,Yukihiro Takahashi,0,1,0
0.000134,0.389,0.313,-6.994,0.523,Isn't It Time,The Babys,1,0,1
1.7e-05,0.289,0.7829999999999999,-15.499,0.6709999999999999,She Said Yes,Wilson Pickett,1,0,1
0.00626,0.0703,0.743,-14.140999999999998,0.528,Letting Go,Wings,1,1,0
8.27e-05,0.0951,0.629,-9.456,0.607,Good Times Roll,The Cars,1,0,1
5.5700000000000005e-05,0.0531,0.81,-8.29,0.583,I Saw The Light,Todd Rundgren,1,0,1
1.97e-06,0.384,0.507,-7.4670000000000005,0.46,Harry Hippie,Bobby Womack & Peace,1,0,1
0.00024700000000000004,0.37,0.33899999999999997,-14.677,0.431,Calling Occupants Of Interplanetary Craft,Carpenters,1,0,1
0.0,0.125,0.8859999999999999,-10.592,0.759,In The Navy,Village People,1,1,0
4.68e-05,0.258,0.8440000000000001,-10.37,0.524,Move 'Em Out,Delaney & Bonnie,1,0,1
1.47e-05,0.000616,0.703,-10.287,0.48,Got It At The Store,The Dickies,0,1,0
0.00032,0.141,0.669,-10.868,0.498,I Love You,Otis Leavill,1,0,1
9.62e-06,0.6629999999999999,0.319,-8.308,0.268,Tryin' To Get The Feeling Again,Barry Manilow,1,0,1
5.9999999999999995e-05,0.981,0.239,-13.912,0.59,Con una Flor en la Mano,Facundo Cabral,0,0,1
7.84e-06,0.499,0.36,-14.48,0.611,Fire And Rain,James Taylor,1,0,1
0.000868,0.502,0.563,-9.413,0.414,Tobacco Road / America,The Web,0,0,1
0.0438,0.153,0.883,-4.717,0.5920000000000001,Must Have Been Crazy,Chicago,1,0,1
0.0,0.88,0.7240000000000001,-13.780999999999999,0.66,N¦o Chore Baby,Leno e Lilian,0,0,1
0.0319,0.794,0.465,-17.652,0.601,Stay Awhile,The Bells,1,0,1
0.585,0.7609999999999999,0.96,-9.135,0.624,Que Se Matan Tres,Bobby Cruz,0,0,1
0.000499,0.652,0.337,-12.831,0.314,Message From The Nile,McCoy Tyner,0,0,1
4.1700000000000004e-05,0.196,0.9670000000000001,-9.734,0.5429999999999999,Timothy,The Buoys,1,1,0
0.825,0.5489999999999999,0.8859999999999999,-18.324,0.584,Remember,Antônio Carlos Jobim,0,1,0
0.00197,0.7090000000000001,0.775,-10.227,0.603,I Can't Go On Loving You,Larry Sparks,0,0,1
0.0,0.441,0.6890000000000001,-9.576,0.6459999999999999,Say You'll Stay Until Tomorrow,Tom Jones,1,0,1
5.15e-05,0.703,0.516,-17.459,0.48,He sä mi so vel,Hannes Wader,0,0,1
1.93e-05,0.46799999999999997,0.6920000000000001,-11.562000000000001,0.858,Keep On Running Away,Lazy Racer,1,1,0
0.0,0.867,0.319,-12.445,0.596,"Canción para Que Duerma, Sueñe y Despierte Mi Niña",Amerindios,0,0,1
0.000446,0.946,0.177,-12.012,0.369,It's Possible,Piero Piccioni,0,0,1
0.35100000000000003,0.875,0.0652,-16.727999999999998,0.332,Aus den sieben Tagen: Fais voile vers le soleil,Karlheinz Stockhausen,0,1,0
0.252,0.69,0.159,-12.857999999999999,0.305,Les dunes d'ostende (Original Motion Picture Soundtrack),François de Roubaix,0,1,0
0.0,0.226,0.601,-12.942,0.418,Oh Girl,The Chi-lites,1,0,1
9.62e-06,0.483,0.36700000000000005,-15.450999999999999,0.47700000000000004,Nobody Wins,Brenda Lee,1,0,1
0.0,0.722,0.547,-10.424000000000001,0.48200000000000004,Goodbye Again,John Denver,1,0,1
0.00047599999999999997,0.107,0.655,-11.869000000000002,0.757,New Orleans,The Staple Singers,1,0,1
0.000909,0.22699999999999998,0.812,-10.484000000000002,0.5760000000000001,Jazzman,Carole King,1,0,1
4.48e-05,0.121,0.861,-15.895,0.777,"Black Superman - ""Muhammad Ali""",Johnny Wakelin & The Kinshasa Band,1,0,1
1.51e-05,0.0247,0.337,-14.030999999999999,0.5670000000000001,O Trem Azul,Lô Borges,0,0,1
0.0,0.948,0.0682,-21.283,0.183,"Dies irae, dies illa (Sequence from the Mass for the Dead - Requiem)",Traditional,0,1,0
0.0339,0.105,0.736,-12.550999999999998,0.6779999999999999,12XU,Wire,0,0,1
3.72e-06,0.652,0.47700000000000004,-10.054,0.38799999999999996,Mr. Blue Sky,Electric Light Orchestra,1,0,1
0.725,0.9079999999999999,0.154,-20.909000000000002,0.401,Born To Be Blue,Gene Ammons,0,1,0
2.33e-05,0.18100000000000002,0.39299999999999996,-13.695,0.282,I Just Can't Say No To You,Parker McGee,1,0,1
0.000125,0.196,0.371,-11.277999999999999,0.396,Whenever I'm Away From You,John Travolta,1,1,0
0.0221,0.29100000000000004,0.41100000000000003,-10.745,0.522,Don't Touch Me There,The Tubes,1,0,1
2.13e-06,0.297,0.892,-8.035,0.53,Puppet Man,The 5th Dimension,1,0,1
0.131,0.0484,0.42200000000000004,-11.6,0.41200000000000003,Whole Lotta Love,Led Zeppelin,1,0,1
0.902,0.201,0.0349,-21.772,0.133,Les nomades,Georges Delerue,0,0,1
0.0098,0.016,0.546,-9.165,0.54,Year Of The Cat,Al Stewart,1,1,0
0.0,0.0736,0.858,-14.720999999999998,0.586,Who Listens To The Radio,The Sports,1,0,1
0.851,0.9590000000000001,0.039,-25.473000000000003,0.314,"Theme From ""Summer Of '42""",Peter Nero,1,1,0
2.54e-05,0.0914,0.672,-11.822000000000001,0.6629999999999999,Sugaree,Jerry Garcia,1,1,0
0.000169,0.331,0.7390000000000001,-6.794,0.6609999999999999,Iidasenakute,Taeko Onuki,0,0,1
2.23e-05,0.595,0.43200000000000005,-13.53,0.48200000000000004,Say You Love Me,D.J. Rogers,1,0,1
4.1700000000000004e-05,0.0328,0.531,-10.624,0.502,Listen To What The Man Said,Wings,1,0,1
9.09e-06,0.715,0.935,-13.724,0.669,Up to You - Remastered,kalapana,0,0,1
9.94e-06,0.285,0.882,-10.665999999999999,0.466,Heartbreaker,Pat Benatar,1,1,0
0.0033399999999999997,0.586,0.595,-18.447,0.593,My Way,Brook Benton,1,0,1
3.04e-05,0.159,0.71,-12.975999999999999,0.628,Every Face Tells A Story,Olivia Newton-John,1,0,1
0.03,0.7190000000000001,0.401,-4.771,0.546,Everlasting Love,Carl Carlton,1,0,1
0.0149,0.40399999999999997,0.754,-10.927999999999999,0.644,Saravah!,Yukihiro Takahashi,0,0,1
0.00823,0.0873,0.941,-3.661,0.892,High School Dance,The Sylvers,1,0,1
0.00277,0.573,0.6940000000000001,-9.626,0.508,Celui Qui Gagne C'est Bien Celui Qui Perd,Laurence Vanay,0,1,0
0.00944,0.121,0.56,-12.402000000000001,0.45799999999999996,Woodstock,"Crosby, Stills, Nash & Young",1,1,0
0.0,0.217,0.8290000000000001,-11.378,0.488,Together We Can Make Such Sweet Music,The Spinners,1,0,1
0.0,0.581,0.612,-7.087000000000001,0.75,Clair,Gilbert O'Sullivan,1,0,1
0.013000000000000001,0.946,0.7490000000000001,-21.82,0.703,Holding,John Hartford,0,0,1
8.39e-06,0.511,0.919,-6.564,0.77,Get Down,Gilbert O'Sullivan,1,0,1
0.769,0.00236,0.258,-9.634,0.387,New Dawn Fades - 2007 Remaster,Joy Division,0,0,1
0.00519,0.174,0.247,-17.346,0.303,The Fight,R. Stevie Moore,0,0,1
0.0019199999999999998,0.0614,0.705,-3.87,0.531,Indiana Wants Me,R. Dean Taylor,1,0,1
1.28e-05,0.653,0.9670000000000001,-3.5069999999999997,0.86,It's A New Day (Part 1) & (Part 2),James Brown,1,0,1
0.863,0.00451,0.807,-11.237,0.41700000000000004,Nova,Starcastle,0,0,1
4.5600000000000004e-05,0.9009999999999999,0.586,-7.834,0.652,Ready For The Times To Get Better,Crystal Gayle,1,1,0
0.0,0.0215,0.7859999999999999,-8.589,0.7140000000000001,Coroné Antonio Bento,Tim Maia,0,0,1
0.0,0.7859999999999999,0.57,-16.497,0.705,"Goodbye, Old Paint",Mike Seeger,0,0,1
3.97e-06,0.0142,0.963,-10.925999999999998,0.8690000000000001,Victim Of Love,Elton John,1,1,0
0.000139,0.23399999999999999,0.629,-14.347999999999999,0.599,Sweet Surrender,Bread,1,0,1
0.0033299999999999996,0.318,0.9440000000000001,-13.603,0.807,Married Men,Bette Midler,1,0,1
0.0,0.637,0.763,-14.338,0.698,The Streak,Ray Stevens,1,0,1
0.0018399999999999998,0.341,0.465,-7.837999999999999,0.42200000000000004,One Last Time,Glen Campbell,1,0,1
0.128,0.3,0.74,-12.265,0.502,Hold Your Head Up,Argent,1,0,1
0.0706,0.0768,0.322,-15.079,0.41700000000000004,Empty Pages,Traffic,1,0,1
0.0,0.341,0.7240000000000001,-11.133,0.502,Birds Of A Feather,The Raiders,1,1,0
0.91,0.95,0.5429999999999999,-18.035,0.48200000000000004,Austin Minor Sympathy,John Hartford,0,1,0
0.113,0.013999999999999999,0.9359999999999999,-10.960999999999999,0.745,Ain't Gonna Bump No More (with No Big Fat Woman),Joe Tex,1,1,0
4.61e-05,0.737,0.344,-12.046,0.418,Naturally - Remastered,kalapana,0,0,1
0.0,0.5429999999999999,0.63,-11.847000000000001,0.491,Ring The Living Bell,Melanie,1,0,1
0.0,0.129,0.733,-12.859000000000002,0.495,See The Light,The Flame,1,0,1
0.0,0.41600000000000004,0.6659999999999999,-8.756,0.546,"Lovin' You, Lovin' Me",Candi Staton,1,0,1
0.0385,0.415,0.831,-14.355,0.575,Moten Swing,Gene Ammons,0,0,1
0.0018399999999999998,0.9890000000000001,0.708,-11.488,0.652,No Need for Me,Chris Spheeris,0,0,1
0.000782,0.28,0.762,-11.574000000000002,0.843,If You Want Me To Stay,Sly & The Family Stone,1,1,0
0.746,0.20800000000000002,0.883,-12.999,0.67,Coaster,De Wolfe Music,0,0,1
0.000412,0.5870000000000001,0.649,-7.029,0.413,Toki no Hajimari,Taeko Onuki,0,0,1
0.0167,0.9840000000000001,0.37200000000000005,-20.935,0.518,Luz de Luna,Chavela Vargas,0,1,0
3.98e-05,0.557,0.138,-17.235,0.40700000000000003,Aprendizaje,Sui Generis,0,0,1
0.000281,0.86,0.802,-18.289,0.716,"Riding In The Buggy, Miss Mary Jane",Mike Seeger,0,0,1
0.00506,0.603,0.42100000000000004,-14.219000000000001,0.526,Alisa Lovely - Remastered,kalapana,0,1,0
0.00032900000000000003,0.317,0.815,-8.81,0.92,Doing It To Death,Fred Wesley & The J.B.'s,1,1,0
0.000396,0.16,0.626,-6.956,0.43799999999999994,Feelin' Alright,Grand Funk Railroad,1,0,1
0.479,0.0005099999999999999,0.619,-8.485,0.39299999999999996,Ombra muta,Alphataurus,0,0,1
0.00707,0.162,0.493,-6.836,0.331,Small Beginnings,Flash,1,0,1
0.00915,0.6679999999999999,0.799,-13.093,0.6759999999999999,Shining Star,"Earth, Wind & Fire",1,0,1
0.0041600000000000005,0.0322,0.879,-14.197000000000001,0.872,Rock On,Gregory Isaacs,0,1,0
0.000334,0.622,0.48,-11.092,0.536,With Your Love,Jefferson Starship,1,0,1
0.0011,0.3,0.9540000000000001,-6.682,0.595,Balobaka Ye Mbongo Mingi,Verckys & L'Orchestre Vévé,0,0,1
0.000298,0.37,0.76,-9.245,0.759,"Don't Call Us, We'll Call You",Sugarloaf/Jerry Corbetta,1,0,1
0.0848,0.522,0.317,-11.343,0.254,Girl of My Dreams,James Clarke,0,1,0
0.0,0.505,0.41,-11.75,0.547,Changes,David Bowie,1,0,1
1.3300000000000001e-05,0.0338,0.8690000000000001,-7.04,0.5770000000000001,Message In A Bottle,The Police,1,1,0
0.8240000000000001,0.33299999999999996,0.33799999999999997,-12.350999999999999,0.54,Part Of The Problem,R. Stevie Moore,0,0,1
2.27e-05,0.179,0.684,-7.346,0.536,Nosso Mal - Ao Vivo,MPB4,0,0,1
0.731,0.00719,0.9390000000000001,-14.152999999999999,0.826,"Fly, Robin, Fly",Silver Convention,1,1,0
0.10300000000000001,0.762,0.585,-11.589,0.405,I.O.U.,Jimmy Dean,1,0,1
2.73e-06,0.763,0.289,-11.042,0.434,Border Song,Elton John,1,0,1
0.102,0.608,0.5589999999999999,-6.517,0.634,"Organ Grinder's Swing - Studio Session, Boulogne, 02/16/1973",Milt Buckner,0,0,1
